,file_name,target
0,cat.0.jpg,0
1,cat.1.jpg,0
2,cat.10.jpg,0
3,cat.100.jpg,0
4,cat.1000.jpg,0
5,cat.10000.jpg,0
6,cat.10001.jpg,0
7,cat.10002.jpg,0
8,cat.10003.jpg,0
9,cat.10004.jpg,0
10,cat.10005.jpg,0
11,cat.10006.jpg,0
12,cat.10007.jpg,0
13,cat.10008.jpg,0
14,cat.10009.jpg,0
15,cat.1001.jpg,0
16,cat.10010.jpg,0
17,cat.10011.jpg,0
18,cat.10012.jpg,0
19,cat.10013.jpg,0
20,cat.10014.jpg,0
21,cat.10015.jpg,0
22,cat.10016.jpg,0
23,cat.10017.jpg,0
24,cat.10018.jpg,0
25,cat.10019.jpg,0
26,cat.1002.jpg,0
27,cat.10020.jpg,0
28,cat.10021.jpg,0
29,cat.10022.jpg,0
30,cat.10023.jpg,0
31,cat.10024.jpg,0
32,cat.10025.jpg,0
33,cat.10026.jpg,0
34,cat.10027.jpg,0
35,cat.10028.jpg,0
36,cat.10029.jpg,0
37,cat.1003.jpg,0
38,cat.10030.jpg,0
39,cat.10031.jpg,0
40,cat.10032.jpg,0
41,cat.10033.jpg,0
42,cat.10034.jpg,0
43,cat.10035.jpg,0
44,cat.10036.jpg,0
45,cat.10037.jpg,0
46,cat.10038.jpg,0
47,cat.10039.jpg,0
48,cat.1004.jpg,0
49,cat.10040.jpg,0
50,cat.10041.jpg,0
51,cat.10042.jpg,0
52,cat.10043.jpg,0
53,cat.10044.jpg,0
54,cat.10045.jpg,0
55,cat.10046.jpg,0
56,cat.10047.jpg,0
57,cat.10048.jpg,0
58,cat.10049.jpg,0
59,cat.1005.jpg,0
60,cat.10050.jpg,0
61,cat.10051.jpg,0
62,cat.10052.jpg,0
63,cat.10053.jpg,0
64,cat.10054.jpg,0
65,cat.10055.jpg,0
66,cat.10056.jpg,0
67,cat.10057.jpg,0
68,cat.10058.jpg,0
69,cat.10059.jpg,0
70,cat.1006.jpg,0
71,cat.10060.jpg,0
72,cat.10061.jpg,0
73,cat.10062.jpg,0
74,cat.10063.jpg,0
75,cat.10064.jpg,0
76,cat.10065.jpg,0
77,cat.10066.jpg,0
78,cat.10067.jpg,0
79,cat.10068.jpg,0
80,cat.10069.jpg,0
81,cat.1007.jpg,0
82,cat.10070.jpg,0
83,cat.10071.jpg,0
84,cat.10072.jpg,0
85,cat.10073.jpg,0
86,cat.10074.jpg,0
87,cat.10075.jpg,0
88,cat.10076.jpg,0
89,cat.10077.jpg,0
90,cat.10078.jpg,0
91,cat.10079.jpg,0
92,cat.1008.jpg,0
93,cat.10080.jpg,0
94,cat.10081.jpg,0
95,cat.10082.jpg,0
96,cat.10083.jpg,0
97,cat.10084.jpg,0
98,cat.10085.jpg,0
99,cat.10086.jpg,0
100,cat.10087.jpg,0
101,cat.10088.jpg,0
102,cat.10089.jpg,0
103,cat.1009.jpg,0
104,cat.10090.jpg,0
105,cat.10091.jpg,0
106,cat.10092.jpg,0
107,cat.10093.jpg,0
108,cat.10094.jpg,0
109,cat.10095.jpg,0
110,cat.10096.jpg,0
111,cat.10097.jpg,0
112,cat.10098.jpg,0
113,cat.10099.jpg,0
114,cat.101.jpg,0
115,cat.1010.jpg,0
116,cat.10100.jpg,0
117,cat.10101.jpg,0
118,cat.10102.jpg,0
119,cat.10103.jpg,0
120,cat.10104.jpg,0
121,cat.10105.jpg,0
122,cat.10106.jpg,0
123,cat.10107.jpg,0
124,cat.10108.jpg,0
125,cat.10109.jpg,0
126,cat.1011.jpg,0
127,cat.10110.jpg,0
128,cat.10111.jpg,0
129,cat.10112.jpg,0
130,cat.10113.jpg,0
131,cat.10114.jpg,0
132,cat.10115.jpg,0
133,cat.10116.jpg,0
134,cat.10117.jpg,0
135,cat.10118.jpg,0
136,cat.10119.jpg,0
137,cat.1012.jpg,0
138,cat.10120.jpg,0
139,cat.10121.jpg,0
140,cat.10122.jpg,0
141,cat.10123.jpg,0
142,cat.10124.jpg,0
143,cat.10125.jpg,0
144,cat.10126.jpg,0
145,cat.10127.jpg,0
